Station Info:, GBS ID: 53158, Name: GBS_04R20_266135      , Type: GBS, TimeZone: -5,Latitude: 42.27972, Longitude: -71.11975, Distance from project:    6.25 mi(  10.06 km), Note: all units are listed in column headings.
Year, Month, Day, Hour, GlobHorizRad (Wh/m2), DirNormRad (Wh/m2),DiffHorizRad (Wh/m2), TotalSkyCover (tenths covered), DryBulbTemp (deg C), DewPointTemp (deg C),RelHumidty (%),Pressure (mb), WindDir (degrees), WindSpeed (m/s)
04,02,12,14,0294,0472,0076,05,  0.5,-10.5,043,1016,244,4.9
04,02,12,15,0206,0384,0073,00,  1.9,-10.0,041,1016,246,5.5
04,02,12,16,0087,0188,0050,00,  2.6, -9.8,039,1016,240,5.5
04,02,12,17,0007,0002,0005,00,  2.7, -9.9,039,1015,232,5.2
04,02,12,18,0000,0000,0000,00,  2.6, -9.3,041,1015,219,3.5
04,02,12,19,0000,0000,0000,00,  1.9, -8.3,047,1015,211,3.4
04,02,12,20,0000,0000,0000,00,  1.9, -8.7,045,1015,213,4.3
04,02,12,21,0000,0000,0000,05,  2.0, -8.6,045,1014,216,4.4
04,02,12,22,0000,0000,0000,05,  2.3, -7.8,047,1014,214,4.4
04,02,12,23,0000,0000,0000,07,  2.0, -7.5,049,1014,214,4.3
04,02,13,00,0000,0000,0000,00,  1.3, -7.4,052,1013,205,3.6
04,02,13,01,0000,0000,0000,00,  1.2, -6.6,056,1013,202,2.9
04,02,13,02,0000,0000,0000,00,  1.8, -5.7,057,1012,214,3.2
04,02,13,03,0000,0000,0000,00,  1.6, -5.8,057,1011,229,4.0
04,02,13,04,0000,0000,0000,00,  1.4, -5.7,059,1010,229,3.3
04,02,13,05,0000,0000,0000,00,  0.9, -5.6,061,1010,234,4.0
04,02,13,06,0000,0000,0000,00,  0.6, -5.6,063,1010,252,5.2
04,02,13,07,0012,0003,0009,00,  0.9, -5.1,064,1010,255,5.1
04,02,13,08,0094,0203,0052,00,  1.0, -4.7,065,1010,254,4.8
04,02,13,09,0215,0397,0074,00,  1.7, -5.3,059,1011,259,6.1
04,02,13,10,0329,0522,0083,00,  2.1, -5.4,057,1010,267,6.5
04,02,13,11,0405,0588,0088,00,  2.7, -5.9,053,1010,265,6.3
04,02,13,12,0432,0608,0089,00,  2.8, -6.2,051,1010,269,8.6
04,02,13,13,0403,0585,0088,00,  3.2, -7.2,046,1009,271,7.4
04,02,13,14,0325,0519,0083,00,  3.7, -7.8,042,1008,262,7.9
04,02,13,15,0210,0387,0073,00,  4.2, -7.8,041,1008,262,7.7
04,02,13,16,0090,0193,0051,00,  4.0, -8.4,040,1008,252,7.0
04,02,13,17,0009,0002,0007,00,  4.2, -8.9,038,1007,252,6.8
04,02,13,18,0000,0000,0000,00,  3.8, -8.0,042,1007,236,4.7
04,02,13,19,0000,0000,0000,00,  3.7, -8.2,041,1007,215,5.1
04,02,13,20,0000,0000,0000,00,  3.2, -7.4,045,1006,226,6.7
04,02,13,21,0000,0000,0000,00,  2.9, -7.1,047,1007,233,6.5
04,02,13,22,0000,0000,0000,00,  2.8, -7.1,048,1007,229,6.0
04,02,13,23,0000,0000,0000,00,  2.5, -7.0,049,1007,230,5.6
04,02,14,00,0000,0000,0000,00,  2.2, -7.1,050,1007,229,4.9
04,02,14,01,0000,0000,0000,00,  2.2, -7.3,049,1006,217,5.1
04,02,14,02,0000,0000,0000,00,  2.0, -7.0,051,1006,224,5.8
04,02,14,03,0000,0000,0000,03,  1.8, -6.9,052,1006,223,6.1
04,02,14,04,0000,0000,0000,05,  1.4, -7.0,053,1005,229,6.1
04,02,14,05,0000,0000,0000,03,  1.0, -6.9,055,1005,230,5.8
04,02,14,06,0000,0000,0000,05,  0.6, -7.1,056,1005,235,5.4
04,02,14,07,0013,0003,0010,00,  0.5, -7.0,057,1006,234,5.3
04,02,14,08,0097,0208,0053,00,  1.0, -7.0,055,1006,244,5.8
04,02,14,09,0219,0403,0074,00,  2.1, -7.0,051,1007,256,6.1
04,02,14,10,0334,0527,0084,00,  2.7, -7.3,047,1007,260,6.4
04,02,14,11,0411,0592,0088,00,  3.1, -7.1,047,1007,263,6.2
04,02,14,12,0437,0612,0089,00,  3.5, -7.2,045,1006,271,6.2
04,02,14,13,0408,0589,0088,00,  3.9, -7.0,045,1005,272,6.7
04,02,14,14,0330,0523,0083,00,  3.6, -6.7,047,1005,279,6.0
04,02,14,15,0171,0315,0059,07,  4.2, -6.5,045,1005,276,5.9
04,02,14,16,0092,0199,0052,00,  4.4, -7.3,042,1006,278,5.9
04,02,14,17,0010,0003,0008,04,  4.3, -8.0,040,1006,282,5.3
04,02,14,18,0000,0000,0000,00,  3.7, -7.7,043,1007,278,4.4
04,02,14,19,0000,0000,0000,00,  3.1, -8.2,043,1007,291,3.9
04,02,14,20,0000,0000,0000,00,  2.7, -8.5,043,1007,291,3.8
04,02,14,21,0000,0000,0000,07,  1.9, -8.1,047,1008,299,4.1
04,02,14,22,0000,0000,0000,05,  1.6, -8.6,046,1007,282,4.1
04,02,14,23,0000,0000,0000,00,  0.7, -8.5,050,1008,274,4.8
04,02,15,00,0000,0000,0000,00, -0.1, -8.2,054,1008,281,4.7
04,02,15,01,0000,0000,0000,00, -0.8, -7.6,060,1009,291,3.3
04,02,15,02,0000,0000,0000,00, -1.2, -6.8,066,1010,309,3.5
04,02,15,03,0000,0000,0000,00, -1.3, -6.2,069,1010,326,4.0
04,02,15,04,0000,0000,0000,00, -2.1, -5.5,077,1011,341,4.9
04,02,15,05,0000,0000,0000,00, -2.7, -6.8,073,1013,344,5.5
04,02,15,06,0000,0000,0000,00, -4.1, -9.3,067,1014,337,7.1
04,02,15,07,0015,0004,0011,00, -6.2,-12.6,060,1015,334,7.9
04,02,15,08,0100,0213,0054,00, -8.1,-17.4,047,1017,339,8.5
04,02,15,09,0223,0406,0075,00, -9.1,-19.7,042,1019,329,9.4
04,02,15,10,0338,0530,0084,00, -8.9,-20.1,040,1020,330,8.9
04,02,15,11,0416,0596,0088,00, -8.3,-22.3,031,1020,329,7.8
04,02,15,12,0442,0615,0089,00, -7.8,-21.6,032,1020,325,8.3
04,02,15,13,0414,0593,0088,00, -7.4,-20.9,033,1020,328,7.0
04,02,15,14,0334,0528,0084,00, -6.5,-22.3,027,1020,324,6.6
04,02,15,15,0218,0400,0074,00, -5.7,-22.5,025,1020,326,6.4
04,02,15,16,0095,0205,0052,00, -5.4,-22.8,024,1021,332,5.5
04,02,15,17,0012,0003,0009,00, -5.3,-22.8,024,1022,336,5.0
04,02,15,18,0000,0000,0000,00, -5.7,-23.0,024,1023,348,4.8
04,02,15,19,0000,0000,0000,00, -5.9,-22.6,025,1024,341,4.3
04,02,15,20,0000,0000,0000,00, -6.7,-20.4,033,1024,334,4.4
04,02,15,21,0000,0000,0000,00, -7.7,-18.5,042,1025,333,5.0
04,02,15,22,0000,0000,0000,00, -7.8,-18.8,041,1025,328,5.5
04,02,15,23,0000,0000,0000,00, -7.5,-18.6,040,1025,317,4.6
04,02,16,00,0000,0000,0000,00, -7.7,-18.5,042,1025,317,4.9
04,02,16,01,0000,0000,0000,00, -8.4,-17.8,046,1026,318,4.3
04,02,16,02,0000,0000,0000,00, -8.7,-17.6,049,1026,327,4.7
04,02,16,03,0000,0000,0000,00, -9.3,-17.6,051,1026,332,4.6
04,02,16,04,0000,0000,0000,00, -9.4,-17.7,051,1026,345,4.0
04,02,16,05,0000,0000,0000,00, -9.6,-17.4,053,1027,340,4.6
04,02,16,06,0000,0000,0000,00, -9.5,-17.0,054,1028,335,4.2
04,02,16,07,0016,0004,0012,00,-10.1,-16.6,059,1028,331,4.6
04,02,16,08,0103,0218,0055,00, -7.9,-16.1,052,1029,327,4.7
04,02,16,09,0227,0411,0075,00, -6.7,-16.1,047,1030,327,5.9
04,02,16,10,0343,0535,0084,00, -5.8,-18.5,036,1031,322,6.0
04,02,16,11,0421,0600,0088,00, -5.4,-19.1,033,1031,319,5.4
04,02,16,12,0448,0619,0090,00, -4.5,-18.8,032,1030,319,4.9
04,02,16,13,0419,0598,0088,00, -3.8,-19.6,028,1029,311,5.0
04,02,16,14,0339,0531,0084,00, -2.8,-19.3,027,1029,301,5.3
04,02,16,15,0222,0406,0074,00, -2.0,-19.6,025,1029,314,5.2
04,02,16,16,0098,0210,0053,00, -1.4,-19.7,023,1029,314,4.7
04,02,16,17,0013,0003,0010,00, -0.7,-20.2,021,1030,333,5.4
04,02,16,18,0000,0000,0000,00, -1.8,-18.7,026,1030,336,4.6
04,02,16,19,0000,0000,0000,00, -1.0,-18.3,025,1031,340,4.6
04,02,16,20,0000,0000,0000,00, -1.3,-17.0,029,1032,346,4.2
04,02,16,21,0000,0000,0000,00, -2.8,-17.5,031,1033,345,4.5
04,02,16,22,0000,0000,0000,00, -3.2,-16.3,035,1033,346,4.4
04,02,16,23,0000,0000,0000,00, -3.9,-17.1,035,1034,357,5.6
04,02,17,00,0000,0000,0000,00, -4.3,-16.4,038,1035,007,5.0
04,02,17,01,0000,0000,0000,00, -4.5,-16.6,038,1035,010,4.6
04,02,17,02,0000,0000,0000,00, -5.4,-16.1,042,1035,008,4.6
04,02,17,03,0000,0000,0000,00, -6.1,-15.7,046,1036,006,3.9
04,02,17,04,0000,0000,0000,00, -6.8,-15.0,052,1036,359,4.1
04,02,17,05,0000,0000,0000,00, -7.6,-13.8,061,1036,349,4.1
04,02,17,06,0000,0000,0000,00, -7.7,-13.7,062,1037,349,4.6
04,02,17,07,0018,0004,0013,00, -8.0,-13.1,067,1037,342,4.4
04,02,17,08,0106,0222,0055,00, -7.0,-12.9,063,1037,340,4.2
04,02,17,09,0232,0417,0075,00, -6.3,-11.6,066,1037,340,3.8
04,02,17,10,0348,0540,0085,00, -5.1, -9.7,070,1038,350,2.7
04,02,17,11,0427,0604,0089,00, -4.1, -8.3,072,1037,044,2.2
04,02,17,12,0453,0624,0090,00, -3.3, -8.5,067,1036,077,2.3
04,02,17,13,0405,0573,0084,04, -2.3, -8.3,063,1034,096,3.1
04,02,17,14,0343,0534,0084,02, -1.4, -7.4,063,1034,110,3.5
04,02,17,15,0171,0309,0057,07, -1.3, -7.5,063,1033,122,2.9
04,02,17,16,0101,0215,0054,00, -0.6, -6.7,063,1032,146,3.3
04,02,17,17,0015,0004,0011,03,  0.2, -6.1,062,1032,137,4.1
04,02,17,18,0000,0000,0000,08,  0.0, -4.8,070,1032,125,3.3
04,02,17,19,0000,0000,0000,08,  0.2, -4.2,072,1032,135,2.4
04,02,17,20,0000,0000,0000,00, -0.1, -4.1,074,1030,140,2.3
04,02,17,21,0000,0000,0000,02, -0.4, -4.7,072,1030,140,1.7
04,02,17,22,0000,0000,0000,08, -0.7, -5.0,072,1030,143,2.1
04,02,17,23,0000,0000,0000,06, -0.5, -5.0,071,1029,135,2.1
04,02,18,00,0000,0000,0000,05, -0.2, -4.3,074,1028,100,1.9
04,02,18,01,0000,0000,0000,06,  0.1, -4.4,072,1027,085,2.0
04,02,18,02,0000,0000,0000,05,  0.0, -3.9,075,1026,084,1.8
04,02,18,03,0000,0000,0000,07,  0.1, -3.8,075,1025,055,1.8
04,02,18,04,0000,0000,0000,08,  0.0, -3.4,077,1024,027,2.4
04,02,18,05,0000,0000,0000,07, -0.8, -3.5,082,1024,010,3.7
04,02,18,06,0000,0000,0000,10, -1.3, -3.3,086,1023,015,3.7
04,02,18,07,0005,0001,0004,10, -1.7, -3.0,090,1023,021,3.7
04,02,18,08,0027,0056,0014,10, -1.3, -3.1,087,1022,029,4.4
04,02,18,09,0122,0219,0039,09, -1.4, -3.3,086,1021,019,5.0
04,02,18,10,0229,0352,0055,08, -1.0, -3.0,086,1021,014,5.9
04,02,18,11,0108,0152,0022,10, -0.9, -3.5,082,1020,008,6.6
04,02,18,12,0159,0217,0031,10, -0.3, -3.3,080,1019,015,6.6
04,02,18,13,0303,0426,0063,08, -0.3, -2.9,082,1017,017,7.7
04,02,18,14,0312,0482,0076,06, -0.2, -2.8,082,1015,015,7.7
04,02,18,15,0200,0361,0065,06,  0.2, -3.3,077,1015,011,8.1
04,02,18,16,0099,0211,0052,04,  0.8, -4.3,068,1014,016,8.2
04,02,18,17,0015,0004,0011,05,  0.7, -4.6,068,1013,018,8.7
04,02,18,18,0000,0000,0000,05,  0.4, -5.4,065,1012,010,7.6
04,02,18,19,0000,0000,0000,10,  0.5, -6.7,058,1012,007,7.2
04,02,18,20,0000,0000,0000,08,  0.0, -7.8,055,1010,013,7.1
04,02,18,21,0000,0000,0000,03, -0.1, -8.5,053,1009,004,6.9
04,02,18,22,0000,0000,0000,01,  0.0,-10.3,045,1008,351,6.3
04,02,18,23,0000,0000,0000,01,  0.0,-11.9,040,1007,344,6.8
04,02,19,00,0000,0000,0000,01, -0.7,-12.0,042,1006,336,6.5
04,02,19,01,0000,0000,0000,00, -1.2,-12.1,043,1005,326,6.7
04,02,19,02,0000,0000,0000,00, -1.7,-12.3,044,1004,322,6.8
04,02,19,03,0000,0000,0000,00, -1.9,-12.1,045,1004,320,7.6
04,02,19,04,0000,0000,0000,00, -1.6,-11.8,046,1003,318,7.6
04,02,19,05,0000,0000,0000,00, -2.3,-11.4,050,1003,315,8.1
04,02,19,06,0000,0000,0000,00, -2.5,-11.2,051,1003,322,6.7
04,02,19,07,0021,0005,0016,00, -2.5,-10.9,052,1003,318,5.4
04,02,19,08,0112,0234,0057,00, -1.4,-10.2,051,1003,323,6.9
04,02,19,09,0241,0430,0076,00, -0.5, -9.7,049,1003,322,8.4
04,02,19,10,0358,0548,0085,00,  0.3, -9.4,048,1003,328,8.4
04,02,19,11,0437,0610,0089,00,  1.2, -9.2,046,1003,323,8.0
04,02,19,12,0464,0630,0090,00,  2.3, -8.4,045,1003,315,8.8
04,02,19,13,0435,0609,0089,00,  3.0, -7.6,045,1002,311,9.6
04,02,19,14,0354,0544,0085,00,  3.6, -7.5,044,1002,312,8.6
04,02,19,15,0235,0421,0076,00,  4.1, -7.4,042,1003,311,10.6
04,02,19,16,0107,0224,0056,00,  4.0, -6.9,045,1003,308,10.5
04,02,19,17,0018,0005,0013,00,  3.7, -6.5,047,1005,307,9.8
04,02,19,18,0000,0000,0000,00,  2.6, -6.3,052,1006,311,9.0
04,02,19,19,0000,0000,0000,00,  1.8, -6.4,054,1006,314,8.8
04,02,19,20,0000,0000,0000,00,  1.3, -6.6,055,1007,310,9.1
04,02,19,21,0000,0000,0000,00,  1.0, -6.6,057,1008,315,8.5
04,02,19,22,0000,0000,0000,00,  0.6, -7.0,057,1009,316,7.4
04,02,19,23,0000,0000,0000,00,  0.3, -7.3,056,1010,320,6.4
04,02,20,00,0000,0000,0000,00,  0.1, -7.7,055,1010,318,5.7
04,02,20,01,0000,0000,0000,00, -0.1, -7.3,058,1010,304,3.9
04,02,20,02,0000,0000,0000,00, -0.7, -7.0,062,1011,289,3.8
04,02,20,03,0000,0000,0000,00, -1.0, -6.8,065,1011,296,4.7
04,02,20,04,0000,0000,0000,00, -1.1, -6.6,066,1011,299,4.6
04,02,20,05,0000,0000,0000,00, -1.3, -6.2,069,1011,299,4.0
04,02,20,06,0000,0000,0000,00, -1.5, -6.7,067,1012,304,3.7
04,02,20,07,0023,0006,0017,00, -1.6, -4.9,078,1013,295,3.2
04,02,20,08,0116,0242,0058,00,  0.1, -4.6,070,1013,307,3.7
04,02,20,09,0245,0434,0077,00,  0.9, -5.7,061,1013,327,5.0
04,02,20,10,0364,0552,0086,00,  1.6, -6.7,054,1013,341,3.9
04,02,20,11,0443,0616,0089,00,  2.5, -6.9,050,1012,329,2.1
04,02,20,12,0470,0633,0090,00,  2.9, -7.4,046,1012,268,0.9
04,02,20,13,0226,0316,0046,09,  3.4, -7.8,043,1011,196,0.9
04,02,20,14,0359,0547,0085,00,  3.4, -7.5,044,1010,153,1.5
04,02,20,15,0083,0149,0026,10,  3.8, -6.3,047,1010,164,1.8
04,02,20,16,0048,0099,0025,09,  3.2, -3.8,060,1010,133,2.4
04,02,20,17,0007,0002,0005,10,  2.7, -2.7,067,1010,123,3.0
04,02,20,18,0000,0000,0000,08,  2.0, -3.3,067,1010,119,3.5
04,02,20,19,0000,0000,0000,10,  1.8, -3.0,070,1009,127,3.4
04,02,20,20,0000,0000,0000,10,  1.4, -3.2,071,1009,137,2.5
04,02,20,21,0000,0000,0000,07,  1.4, -2.8,073,1008,119,2.8
04,02,20,22,0000,0000,0000,06,  1.4, -2.5,075,1008,119,3.4
04,02,20,23,0000,0000,0000,05,  1.2, -2.5,076,1007,120,3.2
04,02,21,00,0000,0000,0000,01,  1.1, -2.5,077,1006,119,2.2
04,02,21,01,0000,0000,0000,04,  1.2, -2.2,078,1005,110,4.5
04,02,21,02,0000,0000,0000,10,  1.3, -2.0,079,1003,110,5.1
04,02,21,03,0000,0000,0000,08,  1.6, -1.8,078,1001,103,5.5
04,02,21,04,0000,0000,0000,10,  1.9, -1.2,080,1001,093,4.9
04,02,21,05,0000,0000,0000,04,  2.3, -0.5,082,1000,086,5.2
04,02,21,06,0000,0000,0000,09,  3.0,  0.4,082,0999,086,4.9
04,02,21,07,0006,0002,0005,10,  3.5,  1.6,087,0999,083,4.4
04,02,21,08,0030,0061,0015,10,  3.4,  2.2,092,0998,082,4.2
04,02,21,09,0063,0109,0019,10,  3.4,  2.6,094,0998,060,3.3
04,02,21,10,0092,0139,0021,10,  3.4,  2.8,095,0997,048,2.8
04,02,21,11,0112,0155,0022,10,  3.7,  3.0,095,0997,341,2.1
04,02,21,12,0165,0222,0031,10,  3.8,  3.0,094,0996,332,2.3
04,02,21,13,0418,0578,0084,05,  3.5,  2.9,096,0996,314,2.7
04,02,21,14,0091,0137,0021,10,  2.0,  2.0,100,0996,290,3.0
04,02,21,15,0061,0108,0019,10,  3.0,  2.9,099,0996,285,4.3
04,02,21,16,0028,0059,0014,10,  3.5,  3.1,097,0996,295,4.0
04,02,21,17,0020,0005,0015,05,  3.6,  2.9,095,0996,297,4.9
04,02,21,18,0000,0000,0000,04,  3.2,  2.3,093,0996,299,4.3
04,02,21,19,0000,0000,0000,10,  3.1,  2.2,093,0997,295,5.0
04,02,21,20,0000,0000,0000,08,  2.9,  2.0,093,0997,291,4.9
04,02,21,21,0000,0000,0000,10,  2.6,  1.6,092,0998,295,5.1
04,02,21,22,0000,0000,0000,10,  2.1,  0.9,092,0998,299,5.7
04,02,21,23,0000,0000,0000,09,  1.9,  0.8,092,0998,307,6.4
04,02,22,00,0000,0000,0000,00,  2.0,  0.3,088,0999,313,6.4
04,02,22,01,0000,0000,0000,02,  2.0,  0.2,088,1000,311,6.0
04,02,22,02,0000,0000,0000,00,  2.0, -0.2,085,1001,314,5.2
04,02,22,03,0000,0000,0000,10,  1.8, -0.7,083,1001,303,4.4
04,02,22,04,0000,0000,0000,09,  1.8, -1.1,081,1001,293,4.2
04,02,22,05,0000,0000,0000,00,  1.7, -1.5,079,1002,298,4.3
04,02,22,06,0000,0000,0000,00,  2.1, -2.1,073,1003,297,4.9
04,02,22,07,0007,0002,0005,10,  2.2, -1.9,074,1004,297,5.0
04,02,22,08,0123,0257,0059,00,  2.3, -2.4,071,1005,291,7.2
04,02,22,09,0192,0336,0059,07,  2.3, -2.1,072,1006,298,8.7
04,02,22,10,0344,0516,0079,05,  2.5, -1.7,073,1007,301,8.0
04,02,22,11,0295,0403,0058,08,  2.9, -1.8,071,1007,304,8.3
04,02,22,12,0451,0601,0085,05,  3.3, -2.1,067,1008,305,8.5
04,02,22,13,0113,0154,0022,10,  3.7, -2.4,064,1008,301,8.3
04,02,22,14,0308,0464,0072,06,  3.7, -2.4,064,1008,300,7.5
04,02,22,15,0187,0329,0058,07,  3.9, -2.7,062,1009,303,7.6
04,02,22,16,0107,0225,0053,05,  4.2, -3.2,058,1010,305,7.8
04,02,22,17,0023,0006,0017,00,  4.3, -3.8,055,1011,304,7.6
04,02,22,18,0000,0000,0000,00,  3.7, -4.1,056,1011,301,6.8
04,02,22,19,0000,0000,0000,00,  3.2, -4.2,058,1012,302,6.2
04,02,22,20,0000,0000,0000,00,  2.6, -4.5,059,1013,306,7.2
04,02,22,21,0000,0000,0000,00,  2.2, -4.7,060,1014,305,6.5
04,02,22,22,0000,0000,0000,00,  1.7, -5.3,060,1014,305,7.2
04,02,22,23,0000,0000,0000,00,  1.1, -5.6,061,1014,306,6.8
04,02,23,00,0000,0000,0000,00,  0.6, -5.9,062,1015,313,6.9
04,02,23,01,0000,0000,0000,00,  0.2, -6.3,062,1015,312,6.5
04,02,23,02,0000,0000,0000,00, -0.3, -6.4,063,1016,309,5.4
04,02,23,03,0000,0000,0000,00, -0.6, -6.5,064,1016,310,5.8
04,02,23,04,0000,0000,0000,00, -0.7, -6.8,063,1016,311,6.2
04,02,23,05,0000,0000,0000,00, -0.9, -6.9,064,1016,313,6.5
04,02,23,06,0000,0000,0000,00, -1.1, -7.0,064,1017,307,6.2
04,02,23,07,0028,0007,0021,00, -1.3, -7.0,065,1017,305,6.0
04,02,23,08,0127,0260,0060,00, -0.8, -6.3,066,1018,311,6.6
04,02,23,09,0260,0450,0078,00, -0.1, -7.0,059,1018,322,6.9
04,02,23,10,0380,0565,0086,00,  0.8, -7.4,054,1018,319,6.8
04,02,23,11,0460,0627,0090,00,  1.8, -7.2,051,1018,326,6.3
04,02,23,12,0486,0645,0091,00,  2.8, -7.4,047,1017,324,6.2
04,02,23,13,0456,0625,0090,00,  3.9, -7.8,042,1016,326,6.0
04,02,23,14,0373,0561,0086,00,  4.4, -6.7,044,1016,320,4.4
04,02,23,15,0252,0439,0077,00,  4.8, -7.2,041,1016,311,4.3
04,02,23,16,0119,0250,0058,00,  5.5, -9.4,033,1015,310,5.4
04,02,23,17,0024,0006,0018,00,  5.5,-10.0,031,1015,302,5.5
04,02,23,18,0000,0000,0000,00,  4.4,-10.9,032,1016,302,4.5
04,02,23,19,0000,0000,0000,00,  3.2, -9.5,039,1017,305,3.5
04,02,23,20,0000,0000,0000,00,  2.9,-10.7,036,1017,317,4.4
04,02,23,21,0000,0000,0000,00,  1.9,-10.8,038,1016,314,4.5
04,02,23,22,0000,0000,0000,00,  0.9,-11.0,040,1016,312,4.8
04,02,23,23,0000,0000,0000,00,  0.4,-10.8,042,1017,297,4.2
04,02,24,00,0000,0000,0000,00, -0.1,-10.8,044,1017,296,4.1
04,02,24,01,0000,0000,0000,00, -0.9,-10.4,048,1017,309,4.3
04,02,24,02,0000,0000,0000,00, -1.7, -9.8,053,1017,305,3.5
04,02,24,03,0000,0000,0000,00, -2.3, -9.2,059,1017,299,3.4
04,02,24,04,0000,0000,0000,00, -2.7, -9.2,061,1016,309,3.3
04,02,24,05,0000,0000,0000,00, -2.5, -9.9,056,1016,310,3.8
04,02,24,06,0000,0000,0000,00, -2.8,-10.1,057,1016,310,3.0
04,02,24,07,0030,0008,0022,00, -2.7, -9.4,059,1016,295,3.2
04,02,24,08,0130,0266,0061,00, -0.5, -9.6,050,1016,297,3.4
04,02,24,09,0261,0447,0077,03, -0.4,-11.1,044,1015,312,4.1
04,02,24,10,0372,0551,0084,04,  0.4,-11.8,039,1015,320,4.5
04,02,24,11,0436,0591,0084,05,  1.4,-12.3,035,1015,314,4.1
04,02,24,12,0469,0619,0087,04,  1.9,-13.8,030,1014,295,3.8
04,02,24,13,0299,0407,0058,08,  2.0,-13.6,030,1014,279,4.1
04,02,24,14,0348,0519,0079,05,  2.4,-13.5,029,1012,279,3.8
04,02,24,15,0240,0417,0073,05,  2.9,-12.3,031,1012,275,4.1
04,02,24,16,0098,0201,0047,07,  2.9,-11.7,033,1012,280,4.5
04,02,24,17,0022,0006,0017,06,  2.5,-11.0,036,1011,283,3.6
04,02,24,18,0000,0000,0000,08,  2.1,-11.4,036,1011,287,3.2
04,02,24,19,0000,0000,0000,06,  2.0,-11.7,035,1012,296,2.6
04,02,24,20,0000,0000,0000,05,  1.9,-11.6,036,1011,292,3.4
04,02,24,21,0000,0000,0000,06,  1.5,-10.7,039,1011,304,4.5
04,02,24,22,0000,0000,0000,06,  1.2,-13.0,034,1011,321,6.5
04,02,24,23,0000,0000,0000,00,  0.8,-14.6,030,1011,320,6.2
04,02,25,00,0000,0000,0000,01, -0.2,-15.3,031,1011,324,5.7
04,02,25,01,0000,0000,0000,00, -0.8,-16.2,030,1012,326,5.7
04,02,25,02,0000,0000,0000,00, -1.8,-16.5,031,1011,328,5.2
04,02,25,03,0000,0000,0000,00, -2.5,-16.4,033,1011,333,5.1
04,02,25,04,0000,0000,0000,00, -2.9,-15.6,037,1011,328,5.1
04,02,25,05,0000,0000,0000,00, -3.5,-14.7,041,1012,327,5.5
04,02,25,06,0000,0000,0000,00, -3.8,-14.2,044,1012,322,5.4
04,02,25,07,0032,0008,0024,00, -4.1,-13.8,047,1013,317,5.3
04,02,25,08,0134,0272,0062,00, -3.2,-13.3,045,1013,322,6.3
04,02,25,09,0270,0461,0079,00, -2.2,-12.3,046,1013,323,5.3
04,02,25,10,0391,0574,0087,00, -1.1,-12.0,043,1013,324,5.3
04,02,25,11,0471,0634,0090,00,  0.2,-11.7,040,1013,329,5.3
04,02,25,12,0498,0652,0091,00,  1.3,-10.8,040,1014,327,5.3
04,02,25,13,0467,0631,0090,00,  2.2,-10.5,038,1014,319,4.9
04,02,25,14,0383,0568,0086,00,  2.9,-10.0,038,1014,322,5.1
04,02,25,15,0261,0449,0078,00,  3.7,-10.1,035,1014,327,5.5
04,02,25,16,0125,0261,0060,00,  4.4,-10.6,032,1014,317,5.7
04,02,25,17,0027,0007,0020,00,  4.3,-10.8,032,1014,320,6.2
04,02,25,18,0000,0000,0000,00,  3.1,-11.5,033,1015,313,6.3
04,02,25,19,0000,0000,0000,00,  2.6,-11.4,035,1016,315,6.8
04,02,25,20,0000,0000,0000,00,  2.1,-11.4,036,1017,317,6.5
04,02,25,21,0000,0000,0000,00,  1.3,-12.5,035,1018,330,6.5
04,02,25,22,0000,0000,0000,00,  0.6,-13.3,034,1018,329,6.0
04,02,25,23,0000,0000,0000,00,  0.1,-13.2,036,1019,319,6.7
04,02,26,00,0000,0000,0000,00, -0.3,-12.8,038,1019,317,6.8
04,02,26,01,0000,0000,0000,00, -0.8,-12.2,041,1020,324,6.2
04,02,26,02,0000,0000,0000,00, -0.9,-11.8,043,1020,320,5.5
04,02,26,03,0000,0000,0000,00, -1.2,-11.0,047,1021,314,5.0
04,02,26,04,0000,0000,0000,00, -1.4,-10.8,049,1021,309,5.0
04,02,26,05,0000,0000,0000,00, -1.4,-10.1,051,1022,301,4.7
04,02,26,06,0000,0000,0000,00, -2.0,-10.1,053,1022,317,5.9
04,02,26,07,0034,0009,0025,00, -1.9, -9.9,054,1022,321,6.2
04,02,26,08,0138,0282,0062,00, -1.3,-10.4,050,1023,330,7.5
04,02,26,09,0275,0467,0079,00, -0.7,-10.2,048,1023,327,6.6
04,02,26,10,0396,0578,0087,00,  0.2,-11.0,042,1024,327,5.6
04,02,26,11,0477,0637,0090,00,  1.3,-11.3,038,1023,327,4.8
04,02,26,12,0503,0655,0091,00,  2.2,-12.3,033,1023,329,4.7
04,02,26,13,0472,0634,0090,00,  3.0,-13.2,029,1023,316,3.7
04,02,26,14,0389,0573,0087,00,  3.8,-13.6,027,1023,313,3.9
04,02,26,15,0265,0454,0078,00,  4.1,-11.3,031,1023,322,4.2
04,02,26,16,0129,0265,0060,00,  4.4,-13.3,026,1022,335,5.0
04,02,26,17,0029,0007,0021,00,  4.3,-13.8,025,1022,337,5.0
04,02,26,18,0000,0000,0000,00,  2.9,-14.2,027,1023,323,4.1
04,02,26,19,0000,0000,0000,00,  2.3,-13.3,030,1023,334,4.2
04,02,26,20,0000,0000,0000,00,  1.4,-15.0,028,1022,334,4.6
