Station Info:, GBS ID: 53158, Name: GBS_04R20_266135      , Type: GBS, TimeZone: -5,Latitude: 42.27972, Longitude: -71.11975, Distance from project:    6.25 mi(  10.06 km), Note: all units are listed in column headings.
Year, Month, Day, Hour, GlobHorizRad (Wh/m2), DirNormRad (Wh/m2),DiffHorizRad (Wh/m2), TotalSkyCover (tenths covered), DryBulbTemp (deg C), DewPointTemp (deg C),RelHumidty (%),Pressure (mb), WindDir (degrees), WindSpeed (m/s)
04,01,01,00,0000,0000,0000,00,  5.2, -2.5,057,1010,236,7.9
04,01,01,01,0000,0000,0000,00,  5.6, -3.3,052,1011,242,7.6
04,01,01,02,0000,0000,0000,00,  5.3, -4.6,049,1012,248,6.6
04,01,01,03,0000,0000,0000,00,  5.3, -5.3,046,1012,265,7.3
04,01,01,04,0000,0000,0000,00,  5.2, -5.9,044,1013,277,6.7
04,01,01,05,0000,0000,0000,00,  4.9, -7.0,042,1015,282,7.7
04,01,01,06,0000,0000,0000,00,  4.5, -6.9,043,1016,283,7.1
04,01,01,07,0000,0000,0000,00,  4.2, -6.5,045,1018,284,6.9
04,01,01,08,0042,0012,0030,00,  4.2, -6.0,047,1018,276,6.9
04,01,01,09,0122,0259,0060,00,  3.7, -5.8,049,1019,268,6.2
04,01,01,10,0208,0392,0073,00,  4.4, -5.3,049,1020,285,7.6
04,01,01,11,0265,0461,0079,00,  4.9, -5.4,047,1020,299,7.4
04,01,01,12,0279,0477,0081,00,  4.9, -5.1,048,1020,301,8.0
04,01,01,13,0247,0439,0078,00,  5.0, -5.1,048,1020,298,7.6
04,01,01,14,0175,0344,0069,00,  5.5, -5.0,046,1020,302,7.5
04,01,01,15,0087,0192,0050,00,  5.6, -5.0,046,1021,309,7.5
04,01,01,16,0017,0004,0013,00,  5.4, -5.8,044,1021,306,6.0
04,01,01,17,0000,0000,0000,00,  4.9, -6.1,044,1021,299,5.0
04,01,01,18,0000,0000,0000,00,  4.4, -5.7,048,1022,290,4.7
04,01,01,19,0000,0000,0000,00,  3.9, -5.7,049,1022,284,4.2
04,01,01,20,0000,0000,0000,02,  3.4, -4.7,055,1022,281,5.1
04,01,01,21,0000,0000,0000,05,  3.0, -4.3,058,1023,299,6.0
04,01,01,22,0000,0000,0000,06,  2.7, -4.5,059,1023,309,4.3
04,01,01,23,0000,0000,0000,03,  2.1, -4.8,060,1023,315,3.5
04,01,02,00,0000,0000,0000,05,  1.1, -5.0,064,1023,318,2.4
04,01,02,01,0000,0000,0000,04,  0.1, -5.0,068,1023,286,2.0
04,01,02,02,0000,0000,0000,00, -0.8, -4.1,078,1023,266,1.6
04,01,02,03,0000,0000,0000,00, -1.2, -3.8,082,1023,254,1.1
04,01,02,04,0000,0000,0000,00, -1.7, -3.2,089,1022,275,1.2
04,01,02,05,0000,0000,0000,03, -1.5, -2.8,091,1021,280,0.4
04,01,02,06,0000,0000,0000,05, -0.7, -2.7,086,1021,145,0.3
04,01,02,07,0000,0000,0000,08, -0.2, -2.6,084,1022,204,1.6
04,01,02,08,0025,0007,0018,08,  0.1, -2.7,081,1022,205,2.3
04,01,02,09,0031,0065,0015,10,  0.2, -2.1,084,1022,179,2.0
04,01,02,10,0052,0098,0018,10,  0.0, -1.2,091,1022,156,2.7
04,01,02,11,0116,0200,0035,09,  0.2, -0.1,097,1021,160,2.4
04,01,02,12,0070,0119,0020,10,  0.6,  0.3,098,1019,154,2.7
04,01,02,13,0062,0111,0019,10,  0.9,  0.7,098,1019,142,2.4
04,01,02,14,0044,0087,0017,10,  1.3,  1.3,100,1018,123,2.6
04,01,02,15,0045,0097,0026,09,  1.4,  1.4,100,1018,131,2.3
04,01,02,16,0004,0001,0003,10,  1.9,  1.6,097,1018,122,2.2
04,01,02,17,0000,0000,0000,00,  2.0,  1.3,095,1018,097,1.8
04,01,02,18,0000,0000,0000,00,  2.6,  1.8,094,1018,074,2.5
04,01,02,19,0000,0000,0000,00,  2.9,  2.2,095,1018,070,2.8
04,01,02,20,0000,0000,0000,10,  3.4,  2.5,093,1018,064,2.4
04,01,02,21,0000,0000,0000,10,  3.2,  2.6,095,1018,059,3.2
04,01,02,22,0000,0000,0000,10,  3.2,  2.5,095,1019,059,2.1
04,01,02,23,0000,0000,0000,09,  3.0,  2.3,095,1018,028,2.0
04,01,03,00,0000,0000,0000,03,  2.7,  2.3,097,1019,015,2.2
04,01,03,01,0000,0000,0000,03,  2.6,  2.2,097,1018,028,2.0
04,01,03,02,0000,0000,0000,05,  2.7,  2.4,098,1018,044,2.5
04,01,03,03,0000,0000,0000,05,  2.6,  2.5,099,1017,048,2.3
04,01,03,04,0000,0000,0000,05,  2.4,  2.4,100,1016,048,2.1
04,01,03,05,0000,0000,0000,05,  2.5,  2.3,098,1015,050,1.7
04,01,03,06,0000,0000,0000,06,  2.4,  2.2,099,1015,070,0.8
04,01,03,07,0000,0000,0000,09,  2.5,  2.1,097,1014,074,0.4
04,01,03,08,0022,0006,0016,09,  2.3,  2.1,098,1015,000,0.0
04,01,03,09,0072,0151,0035,08,  2.1,  2.0,099,1014,230,0.8
04,01,03,10,0052,0098,0018,10,  2.0,  2.0,099,1014,225,1.2
04,01,03,11,0067,0115,0020,10,  1.9,  1.9,100,1013,213,1.5
04,01,03,12,0183,0311,0052,08,  2.3,  2.3,100,1012,211,1.9
04,01,03,13,0063,0110,0019,10,  3.2,  3.2,100,1010,213,2.3
04,01,03,14,0149,0291,0058,06,  3.9,  3.9,099,1010,218,1.7
04,01,03,15,0063,0136,0036,08,  4.6,  4.2,097,1009,223,2.0
04,01,03,16,0018,0005,0014,03,  5.4,  4.7,095,1009,235,2.3
04,01,03,17,0000,0000,0000,08,  5.8,  5.7,099,1009,212,1.6
04,01,03,18,0000,0000,0000,07,  6.1,  5.9,098,1009,226,0.9
04,01,03,19,0000,0000,0000,07,  6.0,  5.6,097,1009,200,0.6
04,01,03,20,0000,0000,0000,10,  5.8,  5.5,097,1009,182,1.4
04,01,03,21,0000,0000,0000,09,  5.5,  5.4,099,1009,206,1.5
04,01,03,22,0000,0000,0000,08,  6.0,  6.0,100,1008,209,2.2
04,01,03,23,0000,0000,0000,07,  5.4,  5.4,099,1008,198,1.5
04,01,04,00,0000,0000,0000,08,  5.5,  5.4,099,1008,235,1.0
04,01,04,01,0000,0000,0000,10,  5.9,  5.8,099,1008,243,1.0
04,01,04,02,0000,0000,0000,08,  6.9,  6.6,097,1008,233,2.1
04,01,04,03,0000,0000,0000,07,  7.2,  6.9,098,1007,263,2.1
04,01,04,04,0000,0000,0000,10,  6.7,  6.4,097,1007,262,1.9
04,01,04,05,0000,0000,0000,10,  6.8,  6.4,097,1007,259,1.9
04,01,04,06,0000,0000,0000,07,  6.6,  6.1,096,1007,288,2.3
04,01,04,07,0000,0000,0000,10,  6.4,  5.8,096,1008,291,2.5
04,01,04,08,0035,0010,0025,07,  6.7,  5.3,091,1008,280,2.4
04,01,04,09,0122,0257,0059,02,  7.0,  5.8,092,1009,256,2.6
04,01,04,10,0091,0170,0032,09,  7.4,  5.4,087,1010,260,3.4
04,01,04,11,0157,0273,0047,08,  7.5,  5.5,087,1010,269,3.6
04,01,04,12,0071,0120,0020,10,  7.7,  4.3,079,1010,274,2.9
04,01,04,13,0063,0110,0020,10,  7.7,  3.1,072,1010,289,2.6
04,01,04,14,0045,0089,0017,10,  7.7,  2.1,067,1010,286,2.1
04,01,04,15,0053,0115,0030,08,  6.7,  2.1,072,1011,294,2.2
04,01,04,16,0014,0003,0010,08,  6.0,  3.4,083,1011,257,2.3
04,01,04,17,0000,0000,0000,08,  5.2,  3.1,086,1011,244,1.9
04,01,04,18,0000,0000,0000,10,  4.8,  2.5,085,1012,280,1.9
04,01,04,19,0000,0000,0000,10,  4.4,  2.8,089,1013,315,1.6
04,01,04,20,0000,0000,0000,06,  4.1,  2.5,089,1013,319,1.4
04,01,04,21,0000,0000,0000,10,  3.7,  2.0,088,1013,333,2.1
04,01,04,22,0000,0000,0000,10,  3.4,  0.9,084,1013,346,2.6
04,01,04,23,0000,0000,0000,10,  2.8,  0.3,083,1014,353,3.7
04,01,05,00,0000,0000,0000,10,  2.0, -0.1,086,1013,007,4.0
04,01,05,01,0000,0000,0000,10,  1.3,  0.1,092,1012,004,2.8
04,01,05,02,0000,0000,0000,10,  1.0,  0.6,097,1013,012,2.6
04,01,05,03,0000,0000,0000,10,  0.8,  0.8,100,1012,014,3.1
04,01,05,04,0000,0000,0000,10,  0.6,  0.3,097,1012,026,3.0
04,01,05,05,0000,0000,0000,10,  0.6,  0.1,096,1012,030,3.0
04,01,05,06,0000,0000,0000,10,  0.6,  0.3,097,1012,048,3.3
04,01,05,07,0000,0000,0000,10,  0.8,  0.4,097,1012,059,3.5
04,01,05,08,0011,0003,0008,10,  0.9,  0.7,098,1011,057,4.0
04,01,05,09,0031,0065,0015,10,  1.2,  0.7,096,1012,059,4.4
04,01,05,10,0053,0097,0018,10,  1.4,  0.4,093,1012,057,4.5
04,01,05,11,0067,0117,0020,10,  1.3,  0.5,094,1012,051,4.5
04,01,05,12,0185,0314,0053,08,  1.3,  0.6,095,1010,055,4.5
04,01,05,13,0063,0112,0020,10,  1.4,  0.9,096,1010,061,3.5
04,01,05,14,0046,0088,0018,10,  1.4,  1.4,100,1009,059,3.8
04,01,05,15,0048,0103,0027,09,  1.7,  1.7,100,1009,047,3.9
04,01,05,16,0005,0001,0004,10,  2.0,  1.9,099,1009,058,3.8
04,01,05,17,0000,0000,0000,06,  2.2,  2.0,098,1008,069,3.6
04,01,05,18,0000,0000,0000,07,  2.2,  2.2,100,1008,027,2.1
04,01,05,19,0000,0000,0000,10,  2.2,  2.1,099,1007,038,2.1
04,01,05,20,0000,0000,0000,10,  1.9,  1.9,100,1007,020,3.6
04,01,05,21,0000,0000,0000,10,  1.9,  1.8,099,1007,022,3.0
04,01,05,22,0000,0000,0000,02,  1.8,  1.6,099,1007,008,2.3
04,01,05,23,0000,0000,0000,00,  1.7,  1.4,098,1006,021,2.5
04,01,06,00,0000,0000,0000,00,  1.1,  0.9,099,1006,342,2.7
04,01,06,01,0000,0000,0000,08, -0.1, -0.1,100,1006,317,4.5
04,01,06,02,0000,0000,0000,00, -0.4, -1.3,094,1008,312,4.8
04,01,06,03,0000,0000,0000,00, -0.2, -1.8,089,1008,312,4.5
04,01,06,04,0000,0000,0000,00,  0.0, -2.5,083,1008,301,3.7
04,01,06,05,0000,0000,0000,00,  0.3, -2.6,081,1009,276,5.0
04,01,06,06,0000,0000,0000,00, -0.1, -5.0,069,1009,292,8.0
04,01,06,07,0000,0000,0000,00, -0.7, -4.9,073,1010,289,6.0
04,01,06,08,0042,0012,0030,00, -0.5, -3.8,078,1010,276,4.3
04,01,06,09,0124,0260,0060,00, -0.2, -3.6,078,1011,265,4.7
04,01,06,10,0212,0396,0074,00, -0.1, -3.8,076,1011,265,4.5
04,01,06,11,0271,0468,0080,00,  1.5, -4.1,066,1011,272,5.4
04,01,06,12,0287,0484,0081,00,  0.4, -4.7,068,1010,275,5.8
04,01,06,13,0256,0448,0078,00,  0.5, -4.8,067,1009,275,7.1
04,01,06,14,0184,0357,0070,00,  0.8, -6.0,060,1009,275,7.7
04,01,06,15,0094,0205,0052,00,  1.0, -6.2,058,1010,271,6.9
04,01,06,16,0022,0005,0016,00,  1.1, -6.8,055,1010,267,5.6
04,01,06,17,0000,0000,0000,00,  0.5, -6.7,058,1011,256,4.2
04,01,06,18,0000,0000,0000,00, -0.3, -5.4,068,1011,250,4.8
04,01,06,19,0000,0000,0000,00, -0.5, -4.5,074,1011,277,6.4
04,01,06,20,0000,0000,0000,00, -1.8, -5.6,075,1012,287,6.9
04,01,06,21,0000,0000,0000,00, -3.0, -9.7,060,1012,287,9.9
04,01,06,22,0000,0000,0000,00, -3.9,-11.3,056,1013,285,9.7
04,01,06,23,0000,0000,0000,00, -4.3,-11.4,057,1013,288,9.8
04,01,07,00,0000,0000,0000,00, -4.8,-12.1,056,1013,285,9.4
04,01,07,01,0000,0000,0000,00, -5.2,-13.1,054,1014,283,8.7
04,01,07,02,0000,0000,0000,00, -5.4,-14.0,051,1014,278,8.0
04,01,07,03,0000,0000,0000,00, -5.6,-14.0,051,1014,277,7.6
04,01,07,04,0000,0000,0000,00, -5.8,-13.3,055,1014,276,7.9
04,01,07,05,0000,0000,0000,00, -5.9,-13.1,057,1014,274,7.1
04,01,07,06,0000,0000,0000,00, -6.3,-13.0,059,1014,269,6.8
04,01,07,07,0000,0000,0000,00, -6.5,-12.5,062,1014,264,6.9
04,01,07,08,0043,0012,0031,00, -6.0,-12.9,058,1015,257,7.8
04,01,07,09,0125,0263,0060,00, -6.1,-12.6,060,1016,266,9.3
04,01,07,10,0213,0397,0074,00, -6.1,-13.7,055,1016,278,9.3
04,01,07,11,0273,0469,0080,00, -5.7,-13.4,054,1015,273,7.8
04,01,07,12,0289,0486,0081,00, -5.6,-14.1,051,1014,271,7.4
04,01,07,13,0258,0451,0079,00, -5.5,-13.8,052,1013,276,7.9
04,01,07,14,0187,0360,0071,00, -5.3,-13.4,053,1013,270,8.2
04,01,07,15,0096,0207,0053,00, -5.2,-13.5,052,1014,266,8.5
04,01,07,16,0023,0006,0017,00, -4.9,-13.0,053,1014,262,7.6
04,01,07,17,0000,0000,0000,00, -5.0,-13.2,052,1014,254,6.7
04,01,07,18,0000,0000,0000,00, -4.9,-12.2,056,1015,243,6.9
04,01,07,19,0000,0000,0000,00, -7.4,-12.7,066,1015,241,6.8
04,01,07,20,0000,0000,0000,00, -7.7,-13.9,061,1014,242,7.3
04,01,07,21,0000,0000,0000,00, -7.7,-14.4,059,1014,252,8.1
04,01,07,22,0000,0000,0000,00, -7.7,-13.9,061,1014,257,8.1
04,01,07,23,0000,0000,0000,00, -7.8,-15.0,056,1015,259,7.9
04,01,08,00,0000,0000,0000,00, -8.4,-14.8,060,1015,271,8.5
04,01,08,01,0000,0000,0000,00, -9.0,-15.5,059,1015,269,6.5
04,01,08,02,0000,0000,0000,00, -9.4,-15.9,059,1016,269,6.9
04,01,08,03,0000,0000,0000,00,-10.0,-16.1,061,1016,269,6.8
04,01,08,04,0000,0000,0000,00,-10.0,-15.8,062,1017,267,7.3
04,01,08,05,0000,0000,0000,00,-10.4,-16.7,060,1017,268,6.8
04,01,08,06,0000,0000,0000,00,-10.7,-18.3,053,1018,281,7.5
04,01,08,07,0000,0000,0000,00,-11.1,-18.4,054,1018,283,6.5
04,01,08,08,0043,0012,0031,00,-11.7,-20.4,048,1019,290,7.3
04,01,08,09,0125,0262,0060,00,-11.7,-19.8,051,1020,293,7.5
04,01,08,10,0214,0398,0074,00,-11.5,-20.4,047,1020,296,8.3
04,01,08,11,0275,0469,0080,00,-10.8,-20.4,045,1020,300,8.9
04,01,08,12,0291,0489,0081,00,-10.0,-20.1,043,1019,296,8.7
04,01,08,13,0260,0453,0079,00, -9.4,-20.0,042,1019,299,9.2
04,01,08,14,0189,0363,0071,00, -8.7,-19.5,041,1018,296,8.3
04,01,08,15,0098,0209,0053,00, -8.2,-19.2,040,1019,297,8.1
04,01,08,16,0024,0006,0018,00, -7.8,-18.6,042,1018,299,7.3
04,01,08,17,0000,0000,0000,00, -8.7,-19.1,043,1019,308,5.9
04,01,08,18,0000,0000,0000,00, -9.5,-19.1,045,1020,304,5.4
04,01,08,19,0000,0000,0000,00,-10.2,-19.0,049,1020,305,4.3
04,01,08,20,0000,0000,0000,00,-10.9,-19.1,051,1021,303,3.1
04,01,08,21,0000,0000,0000,00,-11.9,-19.4,054,1021,308,3.8
04,01,08,22,0000,0000,0000,00,-12.0,-19.1,055,1021,318,4.4
04,01,08,23,0000,0000,0000,00,-12.9,-19.1,060,1021,320,4.0
04,01,09,00,0000,0000,0000,00,-13.8,-19.8,060,1021,322,4.7
04,01,09,01,0000,0000,0000,00,-14.9,-21.6,057,1020,318,5.5
04,01,09,02,0000,0000,0000,00,-14.9,-21.9,055,1021,319,4.6
04,01,09,03,0000,0000,0000,00,-15.8,-23.4,052,1021,326,4.7
04,01,09,04,0000,0000,0000,00,-16.6,-23.6,055,1021,316,5.4
04,01,09,05,0000,0000,0000,00,-17.5,-24.9,052,1021,314,5.3
04,01,09,06,0000,0000,0000,00,-17.9,-25.3,052,1021,311,5.6
04,01,09,07,0000,0000,0000,00,-18.7,-24.4,060,1021,311,6.6
04,01,09,08,0043,0012,0031,00,-18.7,-26.0,052,1022,313,7.7
04,01,09,09,0126,0265,0060,00,-19.2,-26.8,051,1023,313,8.5
04,01,09,10,0216,0400,0074,00,-19.2,-26.8,051,1023,310,8.3
04,01,09,11,0276,0472,0080,00,-18.6,-27.3,046,1023,312,8.4
04,01,09,12,0294,0491,0082,00,-17.8,-25.5,051,1022,314,8.6
04,01,09,13,0263,0458,0079,00,-17.1,-25.3,049,1021,319,7.2
04,01,09,14,0191,0366,0071,00,-16.4,-23.6,054,1022,325,6.6
04,01,09,15,0099,0215,0054,00,-15.6,-23.8,049,1022,321,6.3
04,01,09,16,0025,0006,0018,00,-14.9,-24.2,045,1021,320,6.1
04,01,09,17,0000,0000,0000,00,-14.7,-24.4,043,1022,318,7.2
04,01,09,18,0000,0000,0000,00,-15.0,-24.8,043,1022,321,7.0
04,01,09,19,0000,0000,0000,00,-15.8,-27.6,036,1023,315,6.8
04,01,09,20,0000,0000,0000,00,-16.8,-26.0,045,1024,318,7.1
04,01,09,21,0000,0000,0000,00,-17.3,-25.7,048,1024,323,6.7
04,01,09,22,0000,0000,0000,00,-18.0,-25.3,053,1024,319,6.3
04,01,09,23,0000,0000,0000,00,-17.8,-26.2,048,1024,309,6.0
04,01,10,00,0000,0000,0000,00,-18.4,-26.2,050,1024,315,6.2
04,01,10,01,0000,0000,0000,00,-19.0,-27.0,049,1023,318,6.6
04,01,10,02,0000,0000,0000,00,-19.3,-25.8,056,1023,317,6.0
04,01,10,03,0000,0000,0000,00,-19.5,-27.5,049,1024,314,5.9
04,01,10,04,0000,0000,0000,00,-19.8,-27.6,050,1023,315,6.2
04,01,10,05,0000,0000,0000,00,-19.6,-27.3,050,1023,315,6.3
04,01,10,06,0000,0000,0000,00,-19.9,-27.0,053,1023,309,6.0
04,01,10,07,0000,0000,0000,00,-20.0,-26.7,055,1024,315,6.5
04,01,10,08,0044,0012,0031,00,-20.2,-26.7,056,1024,309,6.2
04,01,10,09,0127,0267,0061,00,-19.4,-26.7,052,1024,307,6.3
04,01,10,10,0217,0403,0074,00,-17.4,-25.0,051,1024,310,6.6
04,01,10,11,0278,0475,0080,00,-17.4,-24.6,053,1024,315,6.2
04,01,10,12,0296,0493,0082,00,-16.1,-23.8,051,1023,310,6.2
04,01,10,13,0265,0460,0079,00,-15.0,-24.2,045,1022,309,5.7
04,01,10,14,0194,0369,0072,00,-13.6,-23.6,043,1021,308,6.1
04,01,10,15,0101,0217,0054,00,-12.5,-22.8,042,1021,310,7.1
04,01,10,16,0026,0007,0019,00,-12.2,-24.0,037,1022,310,7.0
04,01,10,17,0000,0000,0000,00,-13.6,-24.8,038,1022,310,6.3
04,01,10,18,0000,0000,0000,00,-14.2,-25.3,038,1023,312,7.1
04,01,10,19,0000,0000,0000,00,-14.8,-25.3,040,1023,314,7.1
04,01,10,20,0000,0000,0000,00,-14.7,-25.8,038,1023,305,6.2
04,01,10,21,0000,0000,0000,00,-15.7,-26.5,039,1023,306,5.2
04,01,10,22,0000,0000,0000,00,-16.5,-24.4,050,1023,295,5.1
04,01,10,23,0000,0000,0000,00,-16.8,-24.0,054,1023,291,5.8
04,01,11,00,0000,0000,0000,00,-16.3,-24.6,049,1024,300,5.9
04,01,11,01,0000,0000,0000,00,-16.4,-24.8,048,1023,293,5.7
04,01,11,02,0000,0000,0000,00,-16.8,-23.8,055,1023,298,6.1
04,01,11,03,0000,0000,0000,00,-17.0,-24.8,050,1024,305,6.1
04,01,11,04,0000,0000,0000,00,-17.3,-25.5,049,1024,304,5.5
04,01,11,05,0000,0000,0000,00,-17.1,-25.5,048,1024,307,4.7
04,01,11,06,0000,0000,0000,00,-17.8,-25.0,053,1024,306,4.7
04,01,11,07,0000,0000,0000,00,-17.9,-24.8,054,1024,298,4.0
04,01,11,08,0044,0013,0031,00,-17.6,-24.0,057,1025,275,4.5
04,01,11,09,0128,0266,0061,00,-16.8,-23.3,057,1025,286,4.8
04,01,11,10,0219,0404,0075,00,-15.8,-22.4,057,1025,277,3.9
04,01,11,11,0280,0477,0081,00,-14.3,-21.5,054,1024,267,3.6
04,01,11,12,0298,0497,0082,00,-12.4,-19.2,057,1023,259,3.1
04,01,11,13,0268,0461,0080,00,-10.0,-17.9,052,1021,222,3.4
04,01,11,14,0196,0372,0072,00, -7.9,-16.5,050,1020,223,4.0
04,01,11,15,0103,0218,0055,00, -6.4,-18.1,039,1020,213,5.2
04,01,11,16,0023,0006,0017,06, -5.4,-17.9,037,1019,204,5.7
04,01,11,17,0000,0000,0000,08, -6.1,-17.3,041,1018,207,6.6
04,01,11,18,0000,0000,0000,10, -5.8,-17.3,040,1018,212,6.6
04,01,11,19,0000,0000,0000,08, -5.7,-16.2,043,1018,218,6.3
04,01,11,20,0000,0000,0000,08, -5.6,-14.6,049,1017,226,6.5
04,01,11,21,0000,0000,0000,07, -5.0,-13.5,051,1017,225,5.9
04,01,11,22,0000,0000,0000,06, -4.8,-13.1,052,1016,230,5.2
04,01,11,23,0000,0000,0000,04, -4.8,-12.7,054,1016,224,5.0
04,01,12,00,0000,0000,0000,06, -5.2,-12.0,058,1014,224,5.4
04,01,12,01,0000,0000,0000,06, -5.0,-10.4,066,1014,227,5.1
04,01,12,02,0000,0000,0000,08, -5.9, -7.9,086,1013,232,5.0
04,01,12,03,0000,0000,0000,08, -6.1, -6.7,095,1013,228,3.6
04,01,12,04,0000,0000,0000,09, -6.1, -6.7,095,1012,217,3.1
04,01,12,05,0000,0000,0000,08, -5.7, -6.4,095,1011,216,3.4
04,01,12,06,0000,0000,0000,09, -5.3, -6.2,093,1010,220,3.6
04,01,12,07,0000,0000,0000,10, -4.8, -6.0,091,1010,229,3.7
04,01,12,08,0026,0008,0019,08, -4.6, -6.0,090,1010,235,3.8
04,01,12,09,0121,0253,0057,05, -4.1, -5.7,088,1010,243,4.0
04,01,12,10,0220,0408,0075,00, -3.7, -5.3,089,1010,249,4.2
04,01,12,11,0098,0166,0028,10, -3.7, -4.8,092,1010,262,2.9
04,01,12,12,0301,0499,0082,00, -3.4, -4.3,093,1009,251,2.3
04,01,12,13,0271,0466,0080,00, -2.9, -3.8,093,1008,246,2.5
04,01,12,14,0199,0378,0072,00, -2.3, -3.9,088,1008,244,2.7
04,01,12,15,0106,0224,0056,00, -1.6, -3.7,085,1008,250,2.6
04,01,12,16,0028,0007,0021,00, -1.0, -3.7,082,1008,256,2.0
04,01,12,17,0000,0000,0000,08, -0.9, -3.3,084,1008,246,1.9
04,01,12,18,0000,0000,0000,06, -0.7, -2.3,089,1009,250,2.0
04,01,12,19,0000,0000,0000,10, -1.0, -1.9,093,1009,263,2.1
04,01,12,20,0000,0000,0000,03, -1.5, -2.2,095,1009,270,2.3
04,01,12,21,0000,0000,0000,00, -2.5, -3.7,091,1009,282,2.5
04,01,12,22,0000,0000,0000,00, -2.7, -4.2,089,1010,263,1.0
04,01,12,23,0000,0000,0000,00, -2.4, -4.0,089,1010,240,1.6
04,01,13,00,0000,0000,0000,00, -3.1, -4.1,093,1010,230,2.2
04,01,13,01,0000,0000,0000,00, -3.6, -4.6,093,1009,250,2.2
04,01,13,02,0000,0000,0000,00, -4.1, -5.3,091,1010,255,2.5
04,01,13,03,0000,0000,0000,00, -3.5, -5.5,086,1009,251,2.6
04,01,13,04,0000,0000,0000,00, -3.8, -5.7,086,1009,241,2.6
04,01,13,05,0000,0000,0000,03, -5.0, -6.7,088,1009,241,2.7
04,01,13,06,0000,0000,0000,01, -6.3, -7.7,089,1009,207,2.7
04,01,13,07,0000,0000,0000,04, -6.4, -8.0,088,1008,198,2.8
04,01,13,08,0043,0012,0031,04, -6.1, -8.4,084,1007,204,3.8
04,01,13,09,0126,0263,0059,04, -5.9, -7.3,089,1007,211,4.2
04,01,13,10,0157,0289,0053,08, -5.5, -6.6,091,1006,209,4.2
04,01,13,11,0201,0340,0057,08, -3.9, -4.7,094,1004,203,4.2
04,01,13,12,0290,0478,0078,04,  0.2, -2.7,081,1002,225,5.8
04,01,13,13,0273,0467,0080,00,  2.5, -1.8,073,1000,236,7.5
04,01,13,14,0202,0380,0073,00,  3.0, -1.6,071,1000,237,7.2
04,01,13,15,0108,0230,0056,00,  2.5, -1.6,074,1000,262,9.1
04,01,13,16,0029,0008,0022,00,  1.1, -2.7,075,1001,287,10.5
04,01,13,17,0000,0000,0000,00, -0.2, -8.1,055,1002,289,10.1
04,01,13,18,0000,0000,0000,00, -1.7,-11.6,047,1005,292,11.3
04,01,13,19,0000,0000,0000,00, -4.5,-15.1,043,1006,297,12.0
04,01,13,20,0000,0000,0000,00, -6.9,-16.2,047,1007,299,10.7
04,01,13,21,0000,0000,0000,00, -8.7,-18.7,044,1009,303,9.8
04,01,13,22,0000,0000,0000,00,-10.7,-20.4,045,1010,307,10.6
04,01,13,23,0000,0000,0000,00,-12.5,-22.0,045,1011,305,9.2
04,01,14,00,0000,0000,0000,00,-14.0,-24.1,042,1011,308,9.3
04,01,14,01,0000,0000,0000,00,-15.7,-25.2,044,1012,313,9.8
04,01,14,02,0000,0000,0000,00,-17.1,-27.7,039,1014,313,9.8
04,01,14,03,0000,0000,0000,00,-18.0,-27.1,045,1015,312,7.8
04,01,14,04,0000,0000,0000,00,-18.9,-27.1,048,1015,310,7.2
04,01,14,05,0000,0000,0000,00,-19.7,-27.9,048,1016,302,6.7
04,01,14,06,0000,0000,0000,00,-20.7,-27.9,052,1017,302,6.8
04,01,14,07,0000,0000,0000,00,-21.5,-28.8,052,1017,298,6.2
04,01,14,08,0046,0013,0032,00,-21.5,-27.6,058,1018,291,4.9
04,01,14,09,0132,0273,0062,00,-21.3,-27.9,055,1019,300,6.4
04,01,14,10,0224,0412,0075,00,-20.8,-29.1,047,1019,310,6.1
04,01,14,11,0287,0483,0081,00,-19.9,-27.3,051,1019,290,5.3
04,01,14,12,0306,0504,0082,00,-18.8,-26.8,049,1018,284,5.5
04,01,14,13,0276,0471,0080,00,-17.5,-26.6,045,1017,288,5.1
04,01,14,14,0205,0385,0073,00,-16.7,-27.9,037,1016,290,5.9
04,01,14,15,0110,0231,0057,00,-15.7,-27.6,035,1016,280,6.0
04,01,14,16,0016,0004,0012,09,-15.7,-27.4,036,1015,300,4.7
04,01,14,17,0000,0000,0000,00,-16.2,-27.4,037,1014,296,5.1
04,01,14,18,0000,0000,0000,04,-16.4,-26.6,041,1014,303,4.3
04,01,14,19,0000,0000,0000,10,-16.3,-27.4,038,1014,311,3.9
04,01,14,20,0000,0000,0000,08,-16.4,-27.1,039,1013,318,4.8
04,01,14,21,0000,0000,0000,09,-16.8,-26.9,041,1013,303,4.1
04,01,14,22,0000,0000,0000,06,-17.1,-26.6,043,1014,286,4.0
04,01,14,23,0000,0000,0000,06,-17.4,-21.0,073,1013,282,3.3
04,01,15,00,0000,0000,0000,08,-17.2,-20.2,077,1012,294,2.9
04,01,15,01,0000,0000,0000,05,-17.7,-19.6,085,1011,328,2.8
04,01,15,02,0000,0000,0000,02,-18.3,-19.8,088,1010,341,3.5
04,01,15,03,0000,0000,0000,03,-19.1,-19.8,094,1009,339,4.2
04,01,15,04,0000,0000,0000,03,-19.4,-20.9,088,1008,336,5.0
04,01,15,05,0000,0000,0000,03,-19.5,-21.4,085,1007,324,5.0
04,01,15,06,0000,0000,0000,03,-19.6,-22.2,079,1007,321,5.4
